中药名称,成分名称,靶点名称,结合亲和力,SMILES,分子量
白术,白术内酯III,CD28,-9.165970812396509,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,OX40,-6.517135443715706,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,4-1BB,-9.17659800427668,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,CD40,-11.993708959393963,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,GITR,-8.535612663343862,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,ICOS,-7.388981442013506,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,LAG3,-8.684721650163894,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,TIM3,-6.690705639191692,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,TIGIT,-7.912025840121189,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,TLR4,-5.250156294064704,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,TLR7,-9.455577980615857,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,TLR9,-6.214707514015137,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,STING,-7.567781505720698,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,IFNAR1,-10.431529634010856,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,IFNGR1,-5.558352789176402,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,IL-2RA,-6.882959064533034,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,IL-6R,-9.014327125169542,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,TNFRSF1A,-6.225910939579275,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,VEGFR2,-7.0594744773002525,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,EGFR,-11.57680595019987,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,HER2,-8.520161249439298,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
茯苓,茯苓多糖,PD-1,-6.169773966590897,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,PD-L1,-5.94491337802996,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,CTLA-4,-6.744071601632964,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,CD28,-9.56026228712597,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,OX40,-9.92160376269328,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,4-1BB,-7.395511804956515,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,CD40,-11.64149184192514,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,GITR,-5.988419504195611,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,ICOS,-8.513577588576599,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,LAG3,-7.531186283293268,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,TIM3,-5.9371292110612535,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,TIGIT,-11.448183489209136,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,TLR4,-6.425008757988923,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,TLR7,-9.764262221062953,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,TLR9,-10.585192308033026,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,STING,-6.79383789567899,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,IFNAR1,-8.970608609994631,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,IFNGR1,-6.5951290728431,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,IL-2RA,-5.803476494119414,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,IL-6R,-6.893807659587284,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,TNFRSF1A,-7.725514484444566,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,VEGFR2,-11.820493615057302,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,EGFR,-11.190908804219866,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,HER2,-6.728547706063893,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
甘草,甘草酸,PD-1,-8.967188675784051,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,PD-L1,-5.420681885908399,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,CTLA-4,-11.574816503328464,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,CD28,-9.803864420952168,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,OX40,-10.525123162385363,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,4-1BB,-10.090202100588167,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,CD40,-11.203979287772553,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,GITR,-6.726087877397488,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,ICOS,-5.059493783142085,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,LAG3,-5.587159032248976,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TIM3,-8.303803076575187,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TIGIT,-9.89978745886052,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TLR4,-8.103855855019907,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TLR7,-10.650387414750313,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TLR9,-5.8444711017584705,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,STING,-9.45524030059485,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,IFNAR1,-7.9847555272353885,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,IFNGR1,-9.630985216763678,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,IL-2RA,-5.407852991009316,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,IL-6R,-6.74613976431597,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TNFRSF1A,-8.53445347571305,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,VEGFR2,-5.264113987451434,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,EGFR,-11.982930101633231,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,HER2,-5.364255281511736,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
