中药名称,成分ID,分子式,来源药材,CNE1_IC50,CNE2_IC50,细胞凋亡率,IL_2_Secretion,IFN_g_Secretion,TNF_a_Secretion,Binding_Energy,Target_ID,Pathway_Name,复方,口服生物利用度,半衰期,配伍权重,CNE1_抑制评分,CNE2_抑制评分,免疫激活评分,抗肿瘤活性评分,双效综合评分,免疫激活评分_加权,抗肿瘤活性评分_加权
生地,CMP082,C42H59O6,生地,5.609635103432585,8.360457932639456,74.79093670566462,180.86921366435163,177.78276193343538,22.731918336065892,-4.569869109962726,TIM3,NF-κB,黄柏+郁金,22.99602005717647,6.530860468998596,1.0,0.9771701285346256,0.9157143807695447,179.3259877988935,0.9464422546520852,72.29826047234864,179.3259877988935,0.9464422546520852
淫羊藿,CMP083,C50H34O17,淫羊藿,44.27173703150642,47.54969859963669,33.841492253257414,156.11107413943404,287.36035113610643,108.22521658760547,-7.6839755567677495,PD-1,MAPK,枳实+藿香,44.54783569916358,16.632981736027652,1.0,0.8198246325577075,0.5206296326131244,221.73571263777023,0.670227132585416,89.09642133465934,221.73571263777023,0.670227132585416
丹参,CMP084,C25H36O17,丹参,36.70932258329199,10.060522440927672,76.00721591397168,94.49981434929612,143.79811937617734,39.02438231661278,-11.301622141159072,TLR7,Notch,单味药,17.169507356830998,13.747055524144155,1.0,0.8506018483012022,0.8985752490416784,119.14896686273673,0.8745885486714403,48.18433987429756,119.14896686273673,0.8745885486714403
柴胡,CMP085,C48H32O14,柴胡,50.09528869448716,30.811995272131806,44.518675954754926,22.020758552621334,141.7093553935686,113.9590498465432,-8.126149488528572,CTLA-4,Wnt,单味药,46.62893063245557,4.11625909065555,1.0,0.7961241719240981,0.6893701131969456,81.86505697309497,0.7427471425605219,33.191671074774305,81.86505697309497,0.7427471425605219
丹参,CMP086,C28H23O18,丹参,60.71791557059149,69.83393725666625,43.530681967681865,43.75108155063672,131.50708311232225,89.99735123284395,-6.121005076470508,STING,mTOR,丹皮+丹参,19.11102588895985,13.968561698462077,1.0,0.7528926244643181,0.29597197995581204,87.62908233147948,0.5244323022100651,35.36629231391783,87.62908233147948,0.5244323022100651
藿香,CMP087,C49H20O17,藿香,14.778733146937697,30.980431608558405,27.687717945176416,39.287214546612745,138.47582743273296,103.5928422390059,-8.40746623333093,IL-6R,Notch,豆蔻+佩兰+半夏,12.94121312542016,23.273844937005475,1.0,0.9398540953298014,0.6876720290691372,88.88152098967285,0.8137630621994693,36.04086623318882,88.88152098967285,0.8137630621994693
三七,CMP088,C39H41O20,三七,50.09528869448716,43.615098845128045,10.738344094920595,59.16029037669453,162.9893473470125,136.91747520959714,-7.355853635807967,IL-2RA,JAK-STAT,桔梗+厚朴+郁金,50.03726252957876,8.934249914788921,1.0,0.7961241719240981,0.5602961412427613,111.07481886185352,0.6782101565834298,44.836853638691466,111.07481886185352,0.6782101565834298
红花,CMP089,C38H69O17,红花,48.14009058970719,44.37842788902968,58.77342858665663,70.59280010136308,104.07394329094328,205.39369517589407,-11.079317866409712,TIM3,TNF-α,单味药,36.479172444253535,10.806495823298691,1.0,0.8040813599761617,0.5526006702936563,87.33337169615318,0.678341015134909,35.340353287542214,87.33337169615318,0.678341015134909
黄芪,CMP090,C29H25O9,黄芪,70.76882598001372,21.37266345736487,62.66278467523441,163.65865983993956,37.51785041136603,38.91173145087846,-5.024165359920919,4-1BB,Wnt,厚朴+白术+赤芍,79.01092379658459,13.137445451439,1.0,0.7119878261082371,0.7845323559280915,100.5882551256528,0.7482600910181643,40.684258104872015,100.5882551256528,0.7482600910181643
丹参,CMP091,C42H78O18,丹参,12.668303613504015,31.232620251014392,22.813116283203847,108.04877738807797,163.03096345640506,,-10.89706161172354,TLR4,Hippo,单味药,49.17136209537671,4.226820307249332,1.0,0.9484430381213813,0.68512959944823,135.5398704222415,0.8167863187848057,54.70601996016749,135.5398704222415,0.8167863187848057
藿香,CMP092,C38H42O18,藿香,42.14741309213708,84.14928840802105,44.208965835778,25.70741889942871,28.640997580041343,193.84830535817468,-9.663280723530349,ICOS,JAK-STAT,柴胡+厚朴+香附,71.80381105298969,12.392206889716553,1.0,0.8284701222539881,0.1516523450727948,27.174208239735027,0.49006123366339144,11.163720036092046,27.174208239735027,0.49006123366339144
淫羊藿,CMP093,C28H52O13,淫羊藿,73.86288106573373,65.71349853562715,27.327213740644044,176.21387079260802,29.02451072577427,76.7615778141885,-5.102402996019806,CTLA-4,Notch,黄柏+郁金+红花,58.82094420955815,10.847842408847637,1.0,0.6993957628792844,0.33751201662630126,102.61919075919114,0.5184538897527928,41.35874863752814,102.61919075919114,0.5184538897527928
佩兰,CMP094,C33H73O20,佩兰,98.56334192391762,68.2506322764077,16.665761467003993,108.04877738807797,239.99349352156324,230.91064728000896,-4.060110194842605,OX40,PI3K-Akt,丹皮+甘草,21.37373064602943,15.545245596621143,1.0,0.5988708024976743,0.3119340052141133,174.0211354548206,0.4554024038558938,69.88169562424179,174.0211354548206,0.4554024038558938
枳实,CMP096,C38H16O5,枳实,46.195295461020734,99.19198564324635,39.94595106066967,199.18187305951457,274.6340200076674,,-9.585075964988622,ICOS,TNF-α,单味药,41.70732535457866,8.026712631417306,1.0,0.8119962104068483,0.0,236.90794653359097,0.40599810520342416,95.00677747655845,236.90794653359097,0.40599810520342416
三七,CMP097,C49H71O11,三七,50.09528869448716,98.82733603696292,39.5619753642542,35.11327870758656,39.831925512143386,105.0214325338066,-6.153892945888232,CD28,TNF-α,单味药,61.32609188135871,16.574152792138015,1.0,0.7961241719240981,0.003676200288952103,37.47260210986497,0.3999001861065251,15.228980955609904,37.47260210986497,0.3999001861065251
女贞子,CMP098,C13H45O20,女贞子,89.76270161528919,14.861301016003774,18.62100557439158,148.70173829023585,118.42997930727628,115.90635425529152,-5.671386710415471,GITR,MAPK,木香+延胡索+延胡索,58.60744791324186,18.916302007804976,1.0,0.6346873009604774,0.8501763935903663,133.56585879875607,0.7424318472754219,53.87180262786769,133.56585879875607,0.7424318472754219
牛膝,CMP099,C42H68O18,牛膝,50.09528869448716,47.54969859963669,51.57508376964062,110.374435177875,143.79811937617734,,-4.528604786606273,OX40,Hippo,香附+半夏,86.3562387152709,18.71844213216612,1.0,0.7961241719240981,0.5206296326131244,127.08627727702617,0.6583769022686112,51.229537052171636,127.08627727702617,0.6583769022686112
桔梗,CMP100,C21H30O5,桔梗,9.160353380539942,54.119916790931526,53.12329389667236,62.71886978956641,106.77392797265972,135.1566040994029,-7.6839755567677495,OX40,TGF-β,郁金+枸杞+川芎,44.998883444046,22.928843464469654,1.0,0.9627195554792563,0.4543922430832358,84.74639888111307,0.708555899281246,34.323693092013976,84.74639888111307,0.708555899281246
